iShares MSCI EAFE ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Aug 14, 2001"
Shares Outstanding,"928,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"CYBR","CYBER ARK SOFTWARE LTD","Equity","0.04","140.22","164,295.00","23,037,444.90","23,037,444.90","Information Technology","BQT3XY6","IL0011334468","NASDAQ","Israel","USD","USD","1.00"
"DSCT","ISRAEL DISCOUNT BANK LTD","Equity","0.04","4.52","5,089,217.00","23,000,196.11","23,000,196.11","Financials","6451271","IL0006912120","Tel Aviv Stock Exchange","Israel","USD","ILS","3.45"
"7272","YAMAHA MOTOR LTD","Equity","0.04","18.93","1,206,800.00","22,844,500.64","22,844,500.64","Consumer Discretionary","6985264","JP3942800008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SEK","SEEK LTD","Equity","0.04","15.82","1,443,164.00","22,832,452.78","22,832,452.78","Industrials","B0767Y3","AU000000SEK6","Asx - All Markets","Australia","USD","AUD","1.48"
"8960","UNITED URBAN INVESTMENT REIT CORP","Equity","0.04","1,783.95","12,778.00","22,795,277.63","22,795,277.63","Real Estate","6723839","JP3045540006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9142","KYUSHU RAILWAY","Equity","0.04","32.80","693,100.00","22,735,000.92","22,735,000.92","Industrials","BD2BST6","JP3247010006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"WRT1V","WARTSILA","Equity","0.04","11.84","1,918,583.00","22,719,933.27","22,719,933.27","Industrials","4525189","FI0009003727","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"6723","RENESAS ELECTRONICS CORP","Equity","0.04","6.87","3,304,200.00","22,706,157.23","22,706,157.23","Information Technology","6635677","JP3164720009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AFX","CARL ZEISS MEDITEC AG","Equity","0.04","129.92","174,477.00","22,667,337.36","22,667,337.36","Health Care","5922961","DE0005313704","Xetra","Germany","USD","EUR","0.91"
"KBX","KNORR BREMSE AG","Equity","0.04","107.79","209,803.00","22,615,483.50","22,615,483.50","Industrials","BD2P9X9","DE000KBX1006","Xetra","Germany","USD","EUR","0.91"
"BSL","BLUESCOPE STEEL LTD","Equity","0.04","9.93","2,275,416.00","22,586,177.41","22,586,177.41","Materials","6533232","AU000000BSL0","Asx - All Markets","Australia","USD","AUD","1.48"
"TKA","THYSSENKRUPP AG","Equity","0.04","12.93","1,740,990.00","22,503,318.58","22,503,318.58","Materials","5636927","DE0007500001","Xetra","Germany","USD","EUR","0.91"
"EVK","EVONIK INDUSTRIES AG","Equity","0.04","27.83","806,550.00","22,447,306.79","22,447,306.79","Materials","B5ZQ9D3","DE000EVNK013","Xetra","Germany","USD","EUR","0.91"
"4021","NISSAN CHEMICAL CORP","Equity","0.04","41.64","538,700.00","22,433,493.68","22,433,493.68","Materials","6641588","JP3670800006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9435","HIKARI TSUSHIN INC","Equity","0.04","246.66","90,900.00","22,421,000.55","22,421,000.55","Consumer Discretionary","6416322","JP3783420007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8036","HITACHI HIGH TECHNOLOGIES CORP","Equity","0.04","72.75","306,700.00","22,312,607.66","22,312,607.66","Information Technology","6642804","JP3678800008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8473","SBI HOLDINGS INC","Equity","0.04","21.96","1,015,980.00","22,313,579.44","22,313,579.44","Financials","6309466","JP3436120004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SDR","SCHRODERS PLC","Equity","0.04","41.93","531,959.00","22,306,030.31","22,306,030.31","Financials","0240549","GB0002405495","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"LXS","LANXESS AG","Equity","0.03","59.18","372,959.00","22,072,716.88","22,072,716.88","Materials","B05M8B7","DE0005470405","Xetra","Germany","USD","EUR","0.91"
"SESG","SES SA FDR","Equity","0.03","14.03","1,567,587.00","21,995,029.13","21,995,029.13","Communication","B00ZQQ2","LU0088087324","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"TEN","TENARIS SA","Equity","0.03","10.87","2,019,994.00","21,949,848.48","21,949,848.48","Energy","7538515","LU0156801721","Borsa Italiana","Italy","USD","EUR","0.91"
"5019","IDEMITSU KOSAN LTD","Equity","0.03","25.50","851,583.00","21,714,820.31","21,714,820.31","Energy","B1FF8P7","JP3142500002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"TIT","TELECOM ITALIA","Equity","0.03","0.56","38,988,723.00","21,667,798.00","21,667,798.00","Communication","7634394","IT0003497168","Borsa Italiana","Italy","USD","EUR","0.91"
"ORNBV","ORION CORP CLASS B","Equity","0.03","47.68","451,319.00","21,517,160.01","21,517,160.01","Health Care","B17NY40","FI0009014377","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"SCHN","SCHINDLER HOLDING AG","Equity","0.03","248.09","86,682.00","21,504,719.62","21,504,719.62","Industrials","B11WWH2","CH0024638212","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"6465","HOSHIZAKI CORP","Equity","0.03","92.08","233,200.00","21,473,886.75","21,473,886.75","Industrials","B3FF8W8","JP3845770001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SECU B","SECURITAS B","Equity","0.03","16.06","1,336,828.00","21,468,850.67","21,468,850.67","Industrials","5554041","SE0000163594","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"DIM","SARTORIUS STEDIM BIOTECH SA","Equity","0.03","179.20","119,708.00","21,451,451.54","21,451,451.54","Health Care","BYZ2QP5","FR0013154002","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"LDO","LEONARDO FINMECCANICA SPA","Equity","0.03","11.92","1,794,763.00","21,391,855.13","21,391,855.13","Industrials","B0DJNG0","IT0003856405","Borsa Italiana","Italy","USD","EUR","0.91"
"C38U","CAPITALAND MALL TRUST","Equity","0.03","1.89","11,264,000.00","21,299,742.48","21,299,742.48","Real Estate","6420129","SG1M51904654","Singapore Exchange","Singapore","USD","SGD","1.36"
"9064","YAMATO HOLDINGS LTD","Equity","0.03","16.11","1,318,000.00","21,230,016.49","21,230,016.49","Industrials","6985565","JP3940000007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8984","DAIWA HOUSE REIT CORP","Equity","0.03","2,595.75","8,079.00","20,971,052.78","20,971,052.78","Real Estate","B0Z6WY0","JP3046390005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7261","MAZDA MOTOR CORP","Equity","0.03","8.57","2,442,500.00","20,924,844.24","20,924,844.24","Consumer Discretionary","6900308","JP3868400007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"MCRO","MICRO FOCUS INTERNATIONAL PLC","Equity","0.03","14.20","1,465,943.00","20,823,580.17","20,823,580.17","Information Technology","BJ1F4N7","GB00BJ1F4N75","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"AMUN","AMUNDI SA","Equity","0.03","79.86","260,770.00","20,826,038.80","20,826,038.80","Financials","BYZR014","FR0004125920","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"2897","NISSIN FOODS HOLDINGS LTD","Equity","0.03","75.59","275,000.00","20,787,520.62","20,787,520.62","Consumer Staples","6641760","JP3675600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BIRG","BANK OF IRELAND GROUP PLC","Equity","0.03","4.99","4,156,614.00","20,749,928.90","20,749,928.90","Financials","BD1RP61","IE00BD1RP616","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.91"
"G1A","GEA GROUP AG","Equity","0.03","30.97","664,981.00","20,592,072.63","20,592,072.63","Industrials","4557104","DE0006602006","Xetra","Germany","USD","EUR","0.91"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Equity","0.03","7.20","2,854,792.00","20,559,201.65","20,559,201.65","Utilities","BYVS6J1","BMG2178K1009","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"9009","KEISEI ELECTRIC RAILWAY LTD","Equity","0.03","37.20","551,400.00","20,512,039.58","20,512,039.58","Industrials","6487425","JP3278600006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"5938","LIXIL GROUP CORP","Equity","0.03","17.81","1,148,580.00","20,458,489.28","20,458,489.28","Industrials","6900212","JP3626800001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SBRY","SAINSBURY(J) PLC","Equity","0.03","2.67","7,642,430.00","20,388,482.40","20,388,482.40","Consumer Staples","B019KW7","GB00B019KW72","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"JD.","JD SPORTS FASHION PLC","Equity","0.03","10.81","1,885,172.00","20,386,261.32","20,386,261.32","Consumer Discretionary","BYX91H5","GB00BYX91H57","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Equity","0.03","3.02","6,736,400.00","20,371,278.05","20,371,278.05","Industrials","6043214","SG1F60858221","Singapore Exchange","Singapore","USD","SGD","1.36"
"7276","KOITO MANUFACTURING LTD","Equity","0.03","43.66","465,700.00","20,332,238.41","20,332,238.41","Consumer Discretionary","6496324","JP3284600008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"5333","NGK INSULATORS LTD","Equity","0.03","17.50","1,160,200.00","20,304,031.52","20,304,031.52","Industrials","6619507","JP3695200000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"TUI","TUI AG","Equity","0.03","10.59","1,913,139.00","20,261,511.05","20,261,511.05","Consumer Discretionary","B11LJN4","DE000TUAG000","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"101","HANG LUNG PROPERTIES LTD","Equity","0.03","2.31","8,748,000.00","20,227,500.00","20,227,500.00","Real Estate","6030506","HK0101000591","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"6448","BROTHER INDUSTRIES LTD","Equity","0.03","20.38","990,400.00","20,181,872.82","20,181,872.82","Information Technology","6146500","JP3830000000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"19","SWIRE PACIFIC LTD A","Equity","0.03","9.39","2,147,500.00","20,160,429.53","20,160,429.53","Real Estate","6867748","HK0019000162","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"4587","PEPTIDREAM INC","Equity","0.03","49.94","403,300.00","20,139,133.22","20,139,133.22","Health Care","B97SH97","JP3836750004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4922","KOSE CORP","Equity","0.03","140.37","143,200.00","20,101,007.88","20,101,007.88","Consumer Staples","6194468","JP3283650004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"TIGO SDB","MILLICOM INTERNATIONAL CELLULAR SD","Equity","0.03","46.55","430,476.00","20,038,144.11","20,038,144.11","Communication","B00L2M8","SE0001174970","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Equity","0.03","44.32","451,954.00","20,031,059.79","20,031,059.79","Health Care","B07DRZ5","IT0003828271","Borsa Italiana","Italy","USD","EUR","0.91"
"MKS","MARKS AND SPENCER GROUP PLC","Equity","0.03","2.39","8,336,745.00","19,946,351.03","19,946,351.03","Consumer Discretionary","3127489","GB0031274896","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"EPI B","EPIROC CLASS B","Equity","0.03","11.84","1,681,138.00","19,912,782.84","19,912,782.84","Industrials","BDZV127","SE0011166941","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"WEIR","WEIR GROUP PLC","Equity","0.03","17.84","1,112,755.00","19,848,509.15","19,848,509.15","Industrials","0946580","GB0009465807","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"9062","NIPPON EXPRESS LTD","Equity","0.03","57.91","342,800.00","19,850,613.89","19,850,613.89","Industrials","6642127","JP3729400006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6770","ALPS ALPINE LTD","Equity","0.03","21.56","918,000.00","19,791,588.79","19,791,588.79","Information Technology","6021500","JP3126400005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9684","SQUARE ENIX HLDG LTD","Equity","0.03","49.48","396,400.00","19,612,974.16","19,612,974.16","Communication","6309262","JP3164630000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3391","TSURUHA HOLDINGS INC","Equity","0.03","122.96","159,000.00","19,550,852.12","19,550,852.12","Consumer Staples","B0MKZN5","JP3536150000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"522","ASM PACIFIC TECHNOLOGY LTD","Equity","0.03","14.85","1,312,500.00","19,495,081.02","19,495,081.02","Information Technology","6002453","KYG0535Q1331","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"83","SINO LAND LTD","Equity","0.03","1.44","13,474,000.00","19,441,651.23","19,441,651.23","Real Estate","6810429","HK0083000502","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"NHY","NORSK HYDRO","Equity","0.03","3.32","5,816,808.00","19,302,335.19","19,302,335.19","Materials","B11HK39","NO0005052605","Oslo Bors Asa","Norway","USD","NOK","9.15"
"3861","OJI HOLDINGS CORP","Equity","0.03","5.22","3,683,200.00","19,236,063.77","19,236,063.77","Materials","6657701","JP3174410005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"MEL","MERIDIAN ENERGY LTD","Equity","0.03","3.46","5,538,162.00","19,184,074.10","19,184,074.10","Utilities","BWFD052","NZMELE0002S7","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"9045","KEIHAN HOLDINGS LTD","Equity","0.03","45.77","417,900.00","19,125,989.55","19,125,989.55","Industrials","6487232","JP3279400000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ANTO","ANTOFAGASTA PLC","Equity","0.03","11.15","1,711,052.00","19,085,303.97","19,085,303.97","Materials","0045614","GB0000456144","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BKT","BANKINTER SA","Equity","0.03","6.58","2,889,583.00","19,027,613.07","19,027,613.07","Financials","5474008","ES0113679I37","Bolsa De Madrid","Spain","USD","EUR","0.91"
"CLN","CLARIANT AG","Equity","0.03","22.40","849,061.00","19,015,269.71","19,015,269.71","Materials","7113990","CH0012142631","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"ATC","ALTICE EUROPE NV","Equity","0.03","6.54","2,906,205.00","19,009,188.44","19,009,188.44","Communication","BYT3416","NL0011333752","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"8252","MARUI GROUP LTD","Equity","0.03","23.27","814,200.00","18,948,763.06","18,948,763.06","Consumer Discretionary","6569527","JP3870400003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4217","HITACHI CHEMICAL LTD","Equity","0.03","42.10","447,500.00","18,840,594.65","18,840,594.65","Materials","6429126","JP3785000005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4768","OTSUKA CORP","Equity","0.03","41.64","451,700.00","18,810,486.53","18,810,486.53","Information Technology","6267058","JP3188200004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"PROX","PROXIMUS NV","Equity","0.03","28.83","650,091.00","18,743,625.57","18,743,625.57","Communication","B00D9P6","BE0003810273","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.91"
"JMT","JERONIMO MARTINS SA","Equity","0.03","17.21","1,087,858.00","18,722,343.23","18,722,343.23","Consumer Staples","B1Y1SQ7","PTJMT0AE0001","Nyse Euronext - Euronext Lisbon","Portugal","USD","EUR","0.91"
"GJF","GJENSIDIGE FORSIKRING","Equity","0.03","21.65","862,049.00","18,666,944.14","18,666,944.14","Financials","B4PH0C5","NO0010582521","Oslo Bors Asa","Norway","USD","NOK","9.15"
"RYM","RYMAN HEALTHCARE LTD","Equity","0.03","10.71","1,727,992.00","18,498,264.09","18,498,264.09","Health Care","6161525","NZRYME0001S4","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"4912","LION CORP","Equity","0.03","19.16","965,200.00","18,492,149.53","18,492,149.53","Consumer Staples","6518808","JP3965400009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3289","TOKYU FUDOSAN HOLDINGS CORP","Equity","0.03","7.01","2,620,700.00","18,369,392.52","18,369,392.52","Real Estate","BDC6LT2","JP3569200003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"C61U","CAPITALAND COMMERCIAL TRUST","Equity","0.03","1.56","11,770,652.00","18,360,519.64","18,360,519.64","Real Estate","B011YD2","SG1P32918333","Singapore Exchange","Singapore","USD","SGD","1.36"
"MAERSK A","A P MOLLER MAERSK","Equity","0.03","1,140.82","16,077.00","18,340,987.88","18,340,987.88","Industrials","4253059","DK0010244425","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"MLCO","MELCO RESORTS ENTERTAINMENT ADR LT","Equity","0.03","20.18","907,632.00","18,316,013.76","18,316,013.76","Consumer Discretionary","B1KYHF2","US5854641009","NASDAQ","Hong Kong","USD","USD","1.00"
"4613","KANSAI PAINT LTD","Equity","0.03","23.93","765,000.00","18,308,411.21","18,308,411.21","Materials","6483746","JP3229400001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6724","SEIKO EPSON CORP","Equity","0.03","14.81","1,225,500.00","18,145,574.49","18,145,574.49","Information Technology","6616508","JP3414750004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1876","BUDWEISER BREWING COMPANY APAC LTD","Equity","0.03","3.18","5,707,700.00","18,130,168.47","18,130,168.47","Consumer Staples","BKDXJH5","KYG1674K1013","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"9602","TOHO (TOKYO) LTD","Equity","0.03","37.25","486,600.00","18,123,776.80","18,123,776.80","Communication","6895200","JP3598600009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AVV","AVEVA GROUP PLC","Equity","0.03","65.17","278,070.00","18,121,721.79","18,121,721.79","Information Technology","BBG9VN7","GB00BBG9VN75","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"6806","HIROSE ELECTRIC LTD","Equity","0.03","128.92","139,648.00","18,002,999.45","18,002,999.45","Information Technology","6428725","JP3799000009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AMP","AMP LTD","Equity","0.03","1.24","14,426,137.00","17,923,898.18","17,923,898.18","Financials","6709958","AU000000AMP6","Asx - All Markets","Australia","USD","AUD","1.48"
"7453","RYOHIN KEIKAKU LTD","Equity","0.03","17.47","1,024,800.00","17,906,300.16","17,906,300.16","Consumer Discretionary","6758455","JP3976300008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6841","YOKOGAWA ELECTRIC CORP","Equity","0.03","18.23","978,500.00","17,841,442.18","17,841,442.18","Information Technology","6986427","JP3955000009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4516","NIPPON SHINYAKU LTD","Equity","0.03","90.62","196,000.00","17,761,040.86","17,761,040.86","Health Care","6640563","JP3717600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Equity","0.03","81.27","217,700.00","17,692,862.38","17,692,862.38","Consumer Staples","6149457","JP3301100008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CCL","COCA-COLA AMATIL LTD","Equity","0.03","8.07","2,190,555.00","17,676,108.55","17,676,108.55","Consumer Staples","6123451","AU000000CCL2","Asx - All Markets","Australia","USD","AUD","1.48"
"BIM","BIOMERIEUX SA","Equity","0.03","99.00","177,748.00","17,597,851.87","17,597,851.87","Health Care","BF0LBX7","FR0013280286","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"3436","SUMCO CORP","Equity","0.03","16.28","1,081,200.00","17,603,925.23","17,603,925.23","Information Technology","B0M0C89","JP3322930003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4183","MITSUI CHEMICALS INC","Equity","0.03","22.26","789,600.00","17,573,194.06","17,573,194.06","Materials","6597368","JP3888300005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7186","CONCORDIA FINANCIAL GROUP LTD","Equity","0.03","3.83","4,580,400.00","17,542,671.80","17,542,671.80","Financials","BD97JW7","JP3305990008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
