iShares Core U.S. Aggregate Bond ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Sep 22, 2003"
Shares Outstanding,"631,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"TREASURY NOTE","Fixed Income","0.17","102.28","119,029,291.23","119,029,291.23","Treasury","BF1TTF8","US912828XX34","2.00","Jun 30, 2024","1.47","1.47","4.22","116,200,000.00"
"TREASURY BOND","Fixed Income","0.16","119.08","118,685,007.59","118,685,007.59","Treasury","BG0D0F5","US912810SA79","3.00","Feb 15, 2048","2.10","2.10","19.35","98,550,000.00"
"TREASURY BOND","Fixed Income","0.16","128.66","116,740,906.43","116,740,906.43","Treasury","BCZQWC2","US912810RC45","3.63","Aug 15, 2043","2.08","2.08","16.51","89,600,000.00"
"FNMA 30YR 2019 PRODUCTION","Fixed Income","0.16","103.17","115,089,940.80","115,089,940.80","MBS Pass-Through","-","-","3.50","Aug 01, 2049","2.45","2.45","2.50","111,438,605.00"
"FNMA 30YR 2018 PRODUCTION","Fixed Income","0.16","106.03","114,840,876.55","114,840,876.55","MBS Pass-Through","-","-","4.50","Mar 01, 2048","2.56","2.56","0.85","107,965,423.00"
"TREASURY NOTE","Fixed Income","0.16","100.77","114,796,909.98","114,796,909.98","Treasury","BQ717J5","US912828D721","2.00","Aug 31, 2021","1.51","1.51","1.55","113,000,000.00"
"TREASURY NOTE","Fixed Income","0.16","101.20","114,539,581.54","114,539,581.54","Treasury","BTL1KT3","US912828G872","2.13","Dec 31, 2021","1.49","1.49","1.88","113,000,000.00"
"TREASURY NOTE","Fixed Income","0.15","100.66","110,239,194.35","110,239,194.35","Treasury","B83QTP8","US912828SV33","1.75","May 15, 2022","1.46","1.46","2.24","109,135,000.00"
"GNMA2 30YR 2015 PRODUCTION","Fixed Income","0.15","104.58","109,809,892.78","109,809,892.78","MBS Pass-Through","-","-","3.50","May 20, 2045","2.46","2.46","2.45","104,734,161.00"
"TREASURY NOTE","Fixed Income","0.15","100.57","106,015,687.50","106,015,687.50","Treasury","BYMMK23","US912828R283","1.63","Apr 30, 2023","1.44","1.44","3.15","105,000,000.00"
"TREASURY NOTE","Fixed Income","0.15","101.08","105,863,305.28","105,863,305.28","Treasury","BPFJZX4","US912828WY26","2.25","Jul 31, 2021","1.52","1.52","1.47","103,600,000.00"
"TREASURY NOTE","Fixed Income","0.15","100.62","105,238,390.91","105,238,390.91","Treasury","BWFRBS4","US912828J769","1.75","Mar 31, 2022","1.46","1.46","2.11","104,000,000.00"
"TREASURY NOTE","Fixed Income","0.14","100.19","104,210,841.39","104,210,841.39","Treasury","BD2MXT4","US912828Q293","1.50","Mar 31, 2023","1.44","1.44","3.07","103,500,000.00"
"TREASURY NOTE","Fixed Income","0.14","110.09","104,206,163.56","104,206,163.56","Treasury","BFZLQP9","US9128284V99","2.88","Aug 15, 2028","1.61","1.61","7.54","93,550,000.00"
"FHLMC 30YR UMBS","Fixed Income","0.14","103.77","103,826,677.69","103,826,677.69","MBS Pass-Through","-","-","3.50","Jul 01, 2049","2.27","2.27","1.95","99,800,854.00"
"TREASURY NOTE","Fixed Income","0.14","102.95","103,649,721.31","103,649,721.31","Treasury","BYN9506","US9128282Y56","2.13","Sep 30, 2024","1.47","1.47","4.41","100,000,000.00"
"FGOLD 30YR 3% SHLB 175K 2016","Fixed Income","0.14","103.77","103,081,111.58","103,081,111.58","MBS Pass-Through","-","-","3.00","May 01, 2047","2.34","2.34","3.07","99,121,775.00"
"TNOTE","Fixed Income","0.14","100.15","102,525,043.21","102,525,043.21","Treasury","BKZ7NF1","US912828YM69","1.50","Oct 31, 2024","1.47","1.47","4.56","102,000,000.00"
"FHLMC 30YR UMBS MIRROR","Fixed Income","0.14","103.19","101,890,757.60","101,890,757.60","MBS Pass-Through","-","-","3.50","Feb 01, 2049","2.51","2.51","2.68","98,488,283.00"
"TREASURY BOND","Fixed Income","0.14","112.30","101,074,478.95","101,074,478.95","Treasury","B75JF50","US912810QX90","2.75","Aug 15, 2042","2.07","2.07","16.85","89,023,000.00"
"FNMA 30YR 3.5% LTV > 90 2017","Fixed Income","0.14","103.95","100,596,048.73","100,596,048.73","MBS Pass-Through","-","-","3.50","Oct 01, 2047","2.50","2.50","1.95","96,526,167.00"
"TREASURY NOTE","Fixed Income","0.14","100.16","100,298,605.38","100,298,605.38","Treasury","BDFFS95","US912828N480","1.75","Dec 31, 2020","1.57","1.57","0.91","100,000,000.00"
"TREASURY NOTE","Fixed Income","0.14","100.89","99,757,389.91","99,757,389.91","Treasury","BDHLRK5","US912828P386","1.75","Jan 31, 2023","1.45","1.45","2.90","98,040,000.00"
"TREASURY NOTE","Fixed Income","0.14","99.79","99,514,579.74","99,514,579.74","Treasury","BD2BWQ1","US912828R770","1.38","May 31, 2021","1.53","1.53","1.32","99,500,000.00"
"TREASURY BOND","Fixed Income","0.14","119.36","98,259,780.35","98,259,780.35","Treasury","BFZLQN7","US912810SD19","3.00","Aug 15, 2048","2.10","2.10","19.59","81,400,000.00"
"TREASURY NOTE","Fixed Income","0.14","100.47","97,527,068.50","97,527,068.50","Treasury","BYPFJZ5","US912828U659","1.75","Nov 30, 2021","1.49","1.49","1.80","96,800,000.00"
"TREASURY NOTE","Fixed Income","0.14","99.57","97,382,641.07","97,382,641.07","Treasury","BDR0D71","US912828T677","1.25","Oct 31, 2021","1.50","1.50","1.73","97,500,000.00"
"TREASURY NOTE","Fixed Income","0.13","100.47","96,731,162.91","96,731,162.91","Treasury","BK01CD9","US912828B907","2.00","Feb 28, 2021","1.57","1.57","1.06","95,500,000.00"
"TREASURY NOTE","Fixed Income","0.13","102.51","96,679,521.37","96,679,521.37","Treasury","BDR7093","US912828U576","2.13","Nov 30, 2023","1.45","1.45","3.67","94,000,000.00"
"TREASURY NOTE","Fixed Income","0.13","104.78","96,660,044.50","96,660,044.50","Treasury","BGJ3N57","US912828WE61","2.75","Nov 15, 2023","1.45","1.45","3.59","91,760,000.00"
"TREASURY NOTE","Fixed Income","0.13","100.91","96,560,802.04","96,560,802.04","Treasury","B425464","US912828RR30","2.00","Nov 15, 2021","1.48","1.48","1.76","95,306,000.00"
"TREASURY NOTE","Fixed Income","0.13","103.66","96,256,970.31","96,256,970.31","Treasury","BFMVDZ1","US9128283P31","2.25","Dec 31, 2024","1.48","1.48","4.65","92,700,000.00"
"FNMA 30YR 3.5% FICO <660 2018","Fixed Income","0.13","103.76","96,138,409.38","96,138,409.38","MBS Pass-Through","-","-","3.50","Feb 01, 2048","2.39","2.39","1.95","92,419,158.00"
"TREASURY NOTE","Fixed Income","0.13","102.01","96,094,298.43","96,094,298.43","Treasury","B3V3W13","US912828QN35","3.13","May 15, 2021","1.55","1.55","1.27","93,616,000.00"
"TREASURY NOTE","Fixed Income","0.13","99.65","95,058,744.26","95,058,744.26","Treasury","BD2MXC7","US912828Q376","1.25","Mar 31, 2021","1.55","1.55","1.15","95,000,000.00"
"TREASURY BOND","Fixed Income","0.13","130.09","94,885,614.78","94,885,614.78","Treasury","B459474","US912810QS06","3.75","Aug 15, 2041","2.02","2.02","15.41","72,000,000.00"
"TREASURY BOND","Fixed Income","0.13","115.89","94,752,801.37","94,752,801.37","Treasury","BZ1BP67","US912810RU43","2.88","Nov 15, 2046","2.10","2.10","19.02","81,350,000.00"
"TREASURY BOND","Fixed Income","0.13","131.92","94,258,710.37","94,258,710.37","Treasury","B50PG34","US912810QK79","3.88","Aug 15, 2040","1.98","1.98","14.81","70,516,000.00"
"TREASURY NOTE","Fixed Income","0.13","102.63","93,106,063.79","93,106,063.79","Treasury","BF0SHB8","US912828W481","2.13","Feb 29, 2024","1.46","1.46","3.88","89,950,000.00"
"TREASURY NOTE","Fixed Income","0.13","103.03","93,036,199.18","93,036,199.18","Treasury","BF2W116","US9128283J70","2.13","Nov 30, 2024","1.47","1.47","4.58","90,000,000.00"
"TREASURY NOTE","Fixed Income","0.13","100.65","92,762,383.93","92,762,383.93","Treasury","BX2H0T8","US912828WZ90","1.75","Apr 30, 2022","1.46","1.46","2.20","91,775,000.00"
"TREASURY NOTE","Fixed Income","0.13","100.13","92,734,950.00","92,734,950.00","Treasury","BJXXZR0","US9128287A26","1.63","Jun 30, 2021","1.53","1.53","1.40","92,500,000.00"
"FNMA 30YR 3.5% HLB 150K 2015","Fixed Income","0.13","106.00","92,208,414.63","92,208,414.63","MBS Pass-Through","-","-","3.50","Mar 01, 2045","2.36","2.36","1.95","86,771,421.00"
"TREASURY NOTE","Fixed Income","0.13","101.40","91,381,727.67","91,381,727.67","Treasury","BD59D25","US9128284P22","2.63","May 15, 2021","1.53","1.53","1.27","89,650,000.00"
"FNMA 15YR 2011 PRODUCTION","Fixed Income","0.13","102.81","90,950,108.68","90,950,108.68","MBS Pass-Through","-","-","3.00","Jan 01, 2027","1.74","1.74","2.55","88,345,192.00"
"FNMA 30YR 4% MLB 110K 2015","Fixed Income","0.13","108.55","90,926,890.64","90,926,890.64","MBS Pass-Through","-","-","4.00","Feb 01, 2045","2.38","2.38","1.31","83,537,227.00"
"FNMA 30YR 2015 PRODUCTION","Fixed Income","0.13","103.12","90,282,207.61","90,282,207.61","MBS Pass-Through","-","-","3.00","Nov 01, 2045","2.35","2.35","3.07","87,357,733.00"
"TREASURY NOTE","Fixed Income","0.12","99.44","89,572,084.62","89,572,084.62","Treasury","BD59XF8","US912828S273","1.13","Jun 30, 2021","1.53","1.53","1.40","90,000,000.00"
"TREASURY NOTE","Fixed Income","0.12","100.91","88,965,201.08","88,965,201.08","Treasury","BFNBH03","US9128284B36","2.38","Mar 15, 2021","1.56","1.56","1.10","87,400,000.00"
"TREASURY BOND","Fixed Income","0.12","134.42","87,293,864.53","87,293,864.53","Treasury","2094937","US912810FA17","6.38","Aug 15, 2027","1.53","1.53","6.16","63,580,000.00"
"TREASURY NOTE","Fixed Income","0.12","106.20","86,942,355.82","86,942,355.82","Treasury","BYZMK08","US9128283Z13","2.75","Feb 28, 2025","1.48","1.48","4.71","81,000,000.00"
"TREASURY NOTE","Fixed Income","0.12","100.86","86,149,217.84","86,149,217.84","Treasury","BRYG9Z0","US912828F965","2.00","Oct 31, 2021","1.50","1.50","1.72","85,000,000.00"
"FGOLD 30YR 2018 PRODUCTION","Fixed Income","0.12","106.13","84,834,906.91","84,834,906.91","MBS Pass-Through","-","-","4.50","May 01, 2048","2.54","2.54","0.85","79,679,111.00"
"GNMA2 30YR 2018 PRODUCTION","Fixed Income","0.12","105.89","84,420,163.73","84,420,163.73","MBS Pass-Through","-","-","5.00","Nov 20, 2048","2.79","2.79","1.15","79,444,626.00"
"TREASURY NOTE","Fixed Income","0.12","100.67","84,296,676.69","84,296,676.69","Treasury","BDZZ3H8","US912828XR65","1.75","May 31, 2022","1.46","1.46","2.28","83,500,000.00"
"TREASURY BOND (OLD)","Fixed Income","0.12","103.38","84,033,906.25","84,033,906.25","Treasury","BK9DLC8","US912810SJ88","2.25","Aug 15, 2049","2.10","2.10","21.23","80,500,000.00"
"FNMA 30YR 2004 PRODUCTION","Fixed Income","0.12","112.81","83,622,045.17","83,622,045.17","MBS Pass-Through","-","-","5.50","Sep 01, 2034","2.28","2.28","2.89","73,853,776.00"
"TREASURY BOND","Fixed Income","0.12","139.97","83,012,094.47","83,012,094.47","Treasury","B59RHH2","US912810QD37","4.38","Nov 15, 2039","1.93","1.93","14.21","58,933,000.00"
"TREASURY BOND","Fixed Income","0.11","125.91","82,275,975.35","82,275,975.35","Treasury","2888163","US912810EW46","6.00","Feb 15, 2026","1.50","1.50","5.13","63,968,000.00"
"TREASURY NOTE","Fixed Income","0.11","100.05","81,887,618.91","81,887,618.91","Treasury","BVJF875","US912828H862","1.50","Jan 31, 2022","1.48","1.48","1.96","81,250,000.00"
"GNMA2 30YR 2019 PRODUCTION","Fixed Income","0.11","103.87","81,045,140.81","81,045,140.81","MBS Pass-Through","-","-","4.00","Mar 20, 2049","2.45","2.45","1.41","77,798,008.00"
"FNMA 30YR 2015 PRODUCTION","Fixed Income","0.11","106.67","80,976,616.83","80,976,616.83","MBS Pass-Through","-","-","4.00","Jan 01, 2046","2.37","2.37","1.31","75,697,192.00"
"FNMA 30YR 4.5% SHLB 175K 2018","Fixed Income","0.11","108.22","80,750,459.82","80,750,459.82","MBS Pass-Through","-","-","4.50","Oct 01, 2048","2.30","2.30","0.85","74,382,983.00"
"UMBS 30YR TBA(REG A)","Fixed Income","0.11","107.79","79,737,819.83","79,737,819.83","MBS Pass-Through","-","US01F0526230","5.50","Feb 12, 2020","3.32","3.32","2.89","73,860,000.00"
"TREASURY NOTE","Fixed Income","0.11","99.80","79,108,384.09","79,108,384.09","Treasury","BYMHDL8","US912828Q780","1.38","Apr 30, 2021","1.54","1.54","1.23","79,000,000.00"
"TREASURY BOND","Fixed Income","0.11","119.16","79,091,064.26","79,091,064.26","Treasury","B7FRYY6","US912810QU51","3.13","Feb 15, 2042","2.04","2.04","16.21","65,600,000.00"
"TREASURY NOTE","Fixed Income","0.11","99.76","78,162,879.34","78,162,879.34","Treasury","BDQPS83","US912828T263","1.38","Sep 30, 2023","1.44","1.44","3.56","78,000,000.00"
"TREASURY NOTE","Fixed Income","0.11","100.97","77,358,977.31","77,358,977.31","Treasury","BDG08Z5","US912828U816","2.00","Dec 31, 2021","1.49","1.49","1.88","76,500,000.00"
"FHLMC REFERENCE NOTE MTN","Fixed Income","0.11","101.63","77,315,540.14","77,315,540.14","Agency","B78Q8B5","US3137EADB22","2.38","Jan 13, 2022","1.53","1.53","1.91","76,003,000.00"
"FHLMC REFERENCE NOTE","Fixed Income","0.11","147.34","76,988,928.03","76,988,928.03","Agency","7322105","US3134A4KX12","6.25","Jul 15, 2032","1.95","1.95","9.43","52,173,000.00"
"FNMA 30YR 4% LTV > 95 2019","Fixed Income","0.10","104.91","75,405,763.56","75,405,763.56","MBS Pass-Through","-","-","4.00","Aug 01, 2049","2.21","2.21","1.98","71,672,392.00"
"TREASURY NOTE","Fixed Income","0.10","100.12","73,802,873.97","73,802,873.97","Treasury","BG4KTN3","US912828WC06","1.75","Oct 31, 2020","1.59","1.59","0.75","73,400,000.00"
"TREASURY NOTE","Fixed Income","0.10","101.94","72,593,428.15","72,593,428.15","Treasury","BYV8NP6","US912828N308","2.13","Dec 31, 2022","1.45","1.45","2.83","71,100,000.00"
"TREASURY NOTE","Fixed Income","0.10","100.65","72,348,442.98","72,348,442.98","Treasury","BDR0DB5","US912828T917","1.63","Oct 31, 2023","1.45","1.45","3.62","71,600,000.00"
"TREASURY BOND","Fixed Income","0.10","141.89","72,258,361.90","72,258,361.90","Treasury","B43HGR4","US912810QC53","4.50","Aug 15, 2039","1.92","1.92","13.91","50,207,000.00"
"TREASURY NOTE","Fixed Income","0.10","106.65","71,898,710.75","71,898,710.75","Treasury","BG0MNF3","US9128284Z04","2.75","Aug 31, 2025","1.50","1.50","5.15","66,708,000.00"
"TREASURY NOTE","Fixed Income","0.10","99.84","71,829,199.85","71,829,199.85","Treasury","BYRLCJ6","US912828L997","1.38","Oct 31, 2020","1.58","1.58","0.75","71,700,000.00"
"TREASURY NOTE","Fixed Income","0.10","99.39","70,799,037.62","70,799,037.62","Treasury","BZ1N790","US9128282F67","1.13","Aug 31, 2021","1.51","1.51","1.56","70,900,000.00"
"TREASURY BOND","Fixed Income","0.10","119.14","70,763,229.64","70,763,229.64","Treasury","B89T3Q0","US912810QZ49","3.13","Feb 15, 2043","2.08","2.08","16.72","58,700,000.00"
"TREASURY BOND","Fixed Income","0.10","113.69","70,261,945.55","70,261,945.55","Treasury","BF92XY6","US912810RZ30","2.75","Nov 15, 2047","2.10","2.10","19.68","61,500,000.00"
"FNMA 30YR 4% HLB 150K 2016","Fixed Income","0.10","107.39","70,029,233.22","70,029,233.22","MBS Pass-Through","-","-","4.00","May 01, 2047","2.47","2.47","1.31","65,031,345.00"
"FGOLD 15YR 2015 PRODUCTION","Fixed Income","0.10","101.77","69,038,058.27","69,038,058.27","MBS Pass-Through","-","-","2.50","Jan 01, 2030","1.92","1.92","3.38","67,711,123.00"
"FGOLD 30YR 3.5% 100% NY 2015","Fixed Income","0.10","105.82","68,689,331.00","68,689,331.00","MBS Pass-Through","-","-","3.50","Dec 01, 2045","2.65","2.65","1.95","64,749,096.00"
"FGOLD 30YR 4.5% LTV > 90 2018","Fixed Income","0.09","106.57","67,680,962.94","67,680,962.94","MBS Pass-Through","-","-","4.50","Dec 01, 2048","2.08","2.08","0.85","63,306,235.00"
"TREASURY NOTE","Fixed Income","0.09","100.72","67,604,133.85","67,604,133.85","Treasury","BHBXYP9","US912828A834","2.38","Dec 31, 2020","1.59","1.59","0.91","67,000,000.00"
"TREASURY BOND","Fixed Income","0.09","144.42","67,320,553.36","67,320,553.36","Treasury","B3M3870","US912810QE10","4.63","Feb 15, 2040","1.94","1.94","14.09","45,950,000.00"
"FNMA 30YR 2013 PRODUCTION","Fixed Income","0.09","107.21","67,013,624.70","67,013,624.70","MBS Pass-Through","-","-","4.00","Oct 01, 2044","2.32","2.32","1.31","62,330,776.00"
"TREASURY NOTE","Fixed Income","0.09","100.60","66,822,369.23","66,822,369.23","Treasury","BD2C5L0","US912828R697","1.63","May 31, 2023","1.44","1.44","3.23","66,250,000.00"
"TREASURY BOND","Fixed Income","0.09","127.82","66,806,550.60","66,806,550.60","Treasury","2891387","US912810ES34","7.50","Nov 15, 2024","1.47","1.47","4.13","51,650,000.00"
"FNMA 30YR 3.5% HLB 150K 2016","Fixed Income","0.09","105.95","66,762,044.79","66,762,044.79","MBS Pass-Through","-","-","3.50","May 01, 2046","2.38","2.38","1.95","62,857,993.00"
"UMBS 30YR TBA(REG A)","Fixed Income","0.09","107.10","66,675,345.68","66,675,345.68","MBS Pass-Through","-","US01F0506273","5.00","Feb 12, 2020","1.77","1.77","0.58","62,167,124.00"
"TREASURY NOTE","Fixed Income","0.09","103.27","66,614,830.16","66,614,830.16","Treasury","BYZNTG0","US9128284D91","2.50","Mar 31, 2023","1.44","1.44","3.02","64,000,000.00"
"TREASURY BOND","Fixed Income","0.09","116.83","65,823,937.41","65,823,937.41","Treasury","BYQLTY1","US912810QW18","3.00","May 15, 2042","2.06","2.06","16.56","56,050,000.00"
"TREASURY BOND","Fixed Income","0.09","119.13","64,550,802.88","64,550,802.88","Treasury","B6ZKRY9","US912810QT88","3.13","Nov 15, 2041","2.03","2.03","16.17","53,900,000.00"
"TREASURY BOND","Fixed Income","0.09","139.86","63,609,370.79","63,609,370.79","Treasury","2480150","US912810FJ26","6.13","Aug 15, 2029","1.61","1.61","7.54","44,600,000.00"
"UMBS 15YR TBA(REG B)","Fixed Income","0.09","104.40","63,411,637.03","63,411,637.03","MBS Pass-Through","-","US01F0404206","4.00","Feb 18, 2020","1.35","1.35","1.68","60,630,000.00"
"FNMA 30YR 3.5% MLB 110K 2017","Fixed Income","0.09","106.45","63,348,853.73","63,348,853.73","MBS Pass-Through","-","-","3.50","Oct 01, 2047","2.35","2.35","1.95","59,362,411.00"
"FNMA 30YR 4% HLB 150K 2018","Fixed Income","0.09","107.28","63,082,044.87","63,082,044.87","MBS Pass-Through","-","-","4.00","Apr 01, 2049","2.40","2.40","1.31","58,635,158.00"
"FNMA 30YR 2012 PRODUCTION","Fixed Income","0.09","103.63","62,793,075.51","62,793,075.51","MBS Pass-Through","-","-","3.00","Aug 01, 2042","2.33","2.33","3.07","60,462,547.00"
"GNMA2 30YR 2015 PRODUCTION","Fixed Income","0.09","105.81","62,628,636.75","62,628,636.75","MBS Pass-Through","-","-","4.00","Oct 20, 2045","2.63","2.63","1.20","59,022,592.00"
"FNMA 30YR 2019 PRODUCTION","Fixed Income","0.09","105.98","62,390,673.23","62,390,673.23","MBS Pass-Through","-","-","4.50","May 01, 2049","2.35","2.35","0.85","58,685,174.00"
"FNMA 30YR 3.5% HLB 150K 2017","Fixed Income","0.09","105.89","61,923,311.74","61,923,311.74","MBS Pass-Through","-","-","3.50","Jul 01, 2047","2.37","2.37","1.95","58,335,596.00"
"TREASURY NOTE","Fixed Income","0.09","100.13","61,841,800.27","61,841,800.27","Treasury","BK9DL95","US912828YA22","1.50","Aug 15, 2022","1.45","1.45","2.47","61,350,000.00"
"UMBS 15YR TBA(REG B)","Fixed Income","0.08","104.13","61,006,683.79","61,006,683.79","MBS Pass-Through","-","US01F0324271","3.50","Feb 18, 2020","1.94","1.94","2.26","58,497,000.00"
"FNMA 30YR 3.5% LTV > 90 2016","Fixed Income","0.08","104.03","60,869,691.04","60,869,691.04","MBS Pass-Through","-","-","3.50","Jun 01, 2046","2.49","2.49","1.95","58,363,292.00"
"FNMA 30YR 4% SHLB 175K 2017","Fixed Income","0.08","106.77","59,730,043.28","59,730,043.28","MBS Pass-Through","-","-","4.00","Aug 01, 2047","2.46","2.46","1.31","55,783,841.00"
"FGOLD 30YR 2015 PRODUCTION","Fixed Income","0.08","103.18","59,572,499.75","59,572,499.75","MBS Pass-Through","-","-","3.00","Nov 01, 2046","2.35","2.35","3.07","57,610,627.00"
"FNMA 15YR 2.5% HLB 150K 2016","Fixed Income","0.08","101.85","59,517,693.42","59,517,693.42","MBS Pass-Through","-","-","2.50","Feb 01, 2032","1.95","1.95","3.38","58,327,791.00"
"TREASURY NOTE","Fixed Income","0.08","103.55","59,115,232.88","59,115,232.88","Treasury","BYZMJZ6","US9128284A52","2.63","Feb 28, 2023","1.45","1.45","2.93","56,500,000.00"
"FNMA 30YR 4.5% LTV > 90 2017","Fixed Income","0.08","106.66","58,997,915.35","58,997,915.35","MBS Pass-Through","-","-","4.50","Jan 01, 2047","2.11","2.11","0.85","55,140,375.00"
"TREASURY BOND","Fixed Income","0.08","127.81","58,530,896.56","58,530,896.56","Treasury","BGRW851","US912810SE91","3.38","Nov 15, 2048","2.09","2.09","19.38","45,550,000.00"
"TREASURY BOND","Fixed Income","0.08","140.30","57,043,550.52","57,043,550.52","Treasury","B3TCBS2","US912810QH41","4.38","May 15, 2040","1.96","1.96","14.47","40,403,000.00"
"GNMA2 30YR 2014 PRODUCTION","Fixed Income","0.08","105.15","56,854,751.88","56,854,751.88","MBS Pass-Through","-","-","3.50","Sep 20, 2044","2.37","2.37","2.45","53,934,265.00"
"FGOLD 30YR 3.5% SHLB 175K 2015","Fixed Income","0.08","105.30","56,733,325.20","56,733,325.20","MBS Pass-Through","-","-","3.50","May 01, 2046","2.45","2.45","1.95","53,744,577.00"
