Name,AssetClass,Weight,Price,MarketValue,NotionalValue,Sector,SEDOL,ISIN,Coupon,Maturity,YTM,Yield to Worst,Duration,Par Value
APPLE INC,Fixed Income,0.10,121.57,2055938.52,2055938.52,Technology,BDVPX83,US037833CH12,4.25,"Feb 09, 2047",3.07,3.06,16.60,1665000.00
WALMART INC,Fixed Income,0.10,133.10,2054097.99,2054097.99,Consumer Cyclical,B0J45R4,US931142CB75,5.25,"Sep 01, 2035",2.65,2.65,11.22,1520000.00
BAKER HUGHES A GE COMPANY LLC,Fixed Income,0.10,105.49,2049079.01,2049079.01,Energy,BG0PVG9,US05723KAF75,4.08,"Dec 15, 2047",3.76,3.76,16.63,1935000.00
FISERV INC,Fixed Income,0.10,115.49,2042715.33,2042715.33,Technology,--,US337738AV08,4.40,"Jul 01, 2049",3.55,3.54,17.09,1765000.00
APPLE INC,Fixed Income,0.10,113.29,2040499.51,2040499.51,Technology,BF58H35,US037833DD98,3.75,"Sep 12, 2047",3.04,3.03,17.36,1780000.00
MEXICO CITY AIRPORT TRUST 144A,Fixed Income,0.10,108.25,2038779.75,2038779.75,Owned No Guarantee,--,US59284MAD65,5.50,"Jul 31, 2047",4.95,4.94,14.17,1839000.00
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.10,121.28,2030951.60,2030951.60,Energy,BXC5W74,US822582BF88,4.38,"May 11, 2045",3.15,3.15,16.02,1663000.00
MPLX LP,Fixed Income,0.10,103.89,2030312.25,2030312.25,Energy,BF2PNH5,US55336VAM28,4.50,"Apr 15, 2038",4.19,4.19,12.28,1932000.00
AT&T INC,Fixed Income,0.10,124.00,2023533.64,2023533.64,Communications,B4WPQV3,US04650NAB01,5.35,"Sep 01, 2040",3.68,3.68,13.11,1605000.00
AT&T INC,Fixed Income,0.10,133.90,2022707.92,2022707.92,Communications,BD8P267,US00206RDE99,6.35,"Mar 15, 2040",3.90,3.90,12.38,1486000.00
AT&T INC,Fixed Income,0.10,122.70,2020778.49,2020778.49,Communications,BDCL4L0,US00206RDR03,5.25,"Mar 01, 2037",3.48,3.44,11.55,1620000.00
DELL INTERNATIONAL LLC 144A,Fixed Income,0.10,136.12,2017994.10,2017994.10,Technology,BD96MJ2,US25272KAN37,8.10,"Jul 15, 2036",4.88,4.83,10.08,1481000.00
PHILLIPS 66,Fixed Income,0.10,121.77,2011675.18,2011675.18,Energy,BSN4Q40,US718546AL86,4.88,"Nov 15, 2044",3.55,3.53,15.08,1640000.00
WALMART INC,Fixed Income,0.10,112.95,2005635.25,2005635.25,Consumer Cyclical,BZ1DXM5,US931142DW04,3.63,"Dec 15, 2047",2.94,2.93,17.83,1770000.00
GOLDMAN SACHS GROUP INC/THE MTN,Fixed Income,0.10,124.91,1995053.66,1995053.66,Banking,BNXBHR6,US38141EC311,4.80,"Jul 08, 2044",3.31,3.29,15.25,1595000.00
BANK OF AMERICA CORP,Fixed Income,0.10,136.54,1994329.63,1994329.63,Banking,B1P61P1,US59022CAJ27,6.11,"Jan 29, 2037",3.29,3.29,11.34,1430000.00
BAT CAPITAL CORP,Fixed Income,0.10,104.07,1993433.59,1993433.59,Consumer Non-Cyclical,BG5QTB8,US05526DBF15,4.54,"Aug 15, 2047",4.29,4.28,15.44,1880000.00
MICROSOFT CORP,Fixed Income,0.10,120.55,1987575.96,1987575.96,Technology,BVWXT51,US594918BE30,4.00,"Feb 12, 2055",3.04,3.04,19.58,1625000.00
VERIZON COMMUNICATIONS INC,Fixed Income,0.10,117.41,1977105.25,1977105.25,Communications,BRXDL34,US92343VCQ59,4.40,"Nov 01, 2034",2.94,2.90,10.93,1670000.00
ALTRIA GROUP INC,Fixed Income,0.10,115.95,1975415.62,1975415.62,Consumer Non-Cyclical,BG3KW02,US02209SAR40,5.38,"Jan 31, 2044",4.30,4.30,13.88,1667000.00
COOPERATIEVE CENTRALE RAIFFEISEN-B,Fixed Income,0.10,128.40,1963856.46,1963856.46,Banking,BYWZXG7,US21684AAD81,5.25,"Aug 04, 2045",3.55,3.55,15.04,1501000.00
NORTHROP GRUMMAN CORP,Fixed Income,0.10,115.44,1962063.08,1962063.08,Capital Goods,BF15KD1,US666807BP60,4.03,"Oct 15, 2047",3.19,3.18,17.05,1684000.00
MERCK & CO INC,Fixed Income,0.10,120.82,1956918.69,1956918.69,Consumer Non-Cyclical,B9D69N3,US58933YAJ47,4.15,"May 18, 2043",2.91,2.91,15.55,1610000.00
WALT DISNEY COMPANY (THE) MTN,Fixed Income,0.10,119.71,1954556.22,1954556.22,Communications,BN459D7,US25468PDB94,4.13,"Jun 01, 2044",2.98,2.98,15.99,1625000.00
PHILLIPS 66,Fixed Income,0.10,135.19,1953187.68,1953187.68,Energy,B7RB2F3,US718546AH74,5.88,"May 01, 2042",3.57,3.57,13.66,1431000.00
DUKE ENERGY CORP,Fixed Income,0.10,105.73,1943332.70,1943332.70,Electric,BD381P3,US26441CAT27,3.75,"Sep 01, 2046",3.42,3.42,16.62,1813000.00
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.10,122.77,1934065.75,1934065.75,Energy,BCZQWS8,US822582AY86,4.55,"Aug 12, 2043",3.17,3.17,15.05,1550000.00
BECTON DICKINSON AND COMPANY,Fixed Income,0.10,122.00,1930637.30,1930637.30,Consumer Non-Cyclical,BF2KB43,US075887BX67,4.67,"Jun 06, 2047",3.42,3.41,16.27,1575000.00
OCCIDENTAL PETROLEUM CORPORATION,Fixed Income,0.10,126.43,1930326.24,1930326.24,Energy,BK8VN61,US674599DF90,6.45,"Sep 15, 2036",4.22,4.22,10.80,1500000.00
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.10,125.30,1908666.15,1908666.15,Banking,BYNZDD3,US38141GVS01,4.75,"Oct 21, 2045",3.29,3.27,15.66,1509000.00
AMAZON.COM INC,Fixed Income,0.10,120.43,1898702.37,1898702.37,Consumer Cyclical,BFMLMY3,US023135BJ40,4.05,"Aug 22, 2047",2.96,2.95,17.10,1555000.00
ORACLE CORPORATION,Fixed Income,0.10,113.87,1896980.76,1896980.76,Technology,BYVGRZ8,US68389XBJ37,4.00,"Jul 15, 2046",3.22,3.21,16.72,1665000.00
UNITEDHEALTH GROUP INCORPORATED,Fixed Income,0.10,122.97,1893634.75,1893634.75,Insurance,BYTRVR3,US91324PCQ37,4.63,"Jul 15, 2035",2.79,2.79,11.53,1539000.00
ORACLE CORPORATION,Fixed Income,0.10,119.16,1888823.95,1888823.95,Technology,BP4W534,US68389XAV73,4.30,"Jul 08, 2034",2.69,2.65,10.90,1583000.00
BARRICK GOLD CORP,Fixed Income,0.10,123.73,1888728.34,1888728.34,Basic Industry,B8L1XS6,US067901AH18,5.25,"Apr 01, 2042",3.68,3.68,13.83,1507000.00
GENERAL ELECTRIC CAPITAL CORP MTN,Fixed Income,0.09,137.51,1886791.84,1886791.84,Capital Goods,B3KV7W4,US36962G4B75,6.88,"Jan 10, 2039",4.03,4.03,11.86,1370000.00
KINDER MORGAN INC,Fixed Income,0.09,117.82,1885057.57,1885057.57,Energy,BSTL4S5,US49456BAG68,5.30,"Dec 01, 2034",3.73,3.69,10.47,1590000.00
SUNCOR ENERGY INC.,Fixed Income,0.09,146.83,1881199.02,1881199.02,Energy,B39RFF2,US86722TAB89,6.85,"Jun 01, 2039",3.50,3.50,12.20,1273000.00
KRAFT HEINZ FOODS CO,Fixed Income,0.09,100.84,1880791.35,1880791.35,Consumer Non-Cyclical,BD7YG30,US50077LAB27,4.38,"Jun 01, 2046",4.32,4.32,15.38,1854000.00
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.09,137.49,1880037.39,1880037.39,Energy,B4XNLW2,US822582AN22,5.50,"Mar 25, 2040",3.01,3.01,13.23,1350000.00
JPMORGAN CHASE & CO,Fixed Income,0.09,115.08,1877915.40,1877915.40,Banking,BDRJGF7,US46647PAN69,3.90,"Jan 23, 2049",3.09,3.09,17.34,1605000.00
VALERO ENERGY CORPORATION,Fixed Income,0.09,134.46,1876857.76,1876857.76,Energy,B1YLTG4,US91913YAL48,6.63,"Jun 15, 2037",3.88,3.88,11.32,1389000.00
ELECTRICITE DE FRANCE SA 144A,Fixed Income,0.09,119.22,1873022.19,1873022.19,Owned No Guarantee,BF5HVX0,US268317AV61,4.88,"Sep 21, 2038",3.47,3.44,12.50,1550000.00
BARCLAYS PLC,Fixed Income,0.09,119.85,1871959.97,1871959.97,Banking,BD72S38,US06738EAV74,4.95,"Jan 10, 2047",3.77,3.77,15.79,1560000.00
VISA INC,Fixed Income,0.09,119.99,1865269.12,1865269.12,Consumer Cyclical,BYPHG16,US92826CAE21,4.15,"Dec 14, 2035",2.61,2.57,11.80,1549000.00
GILEAD SCIENCES INC,Fixed Income,0.09,122.66,1855757.47,1855757.47,Consumer Non-Cyclical,BKHDRD3,US375558AX11,4.80,"Apr 01, 2044",3.42,3.40,14.91,1495000.00
AMERICA MOVIL SAB DE CV,Fixed Income,0.09,137.91,1853702.21,1853702.21,Communications,B62V507,US02364WAW55,6.13,"Mar 30, 2040",3.49,3.49,12.72,1326000.00
QUALCOMM INCORPORATED,Fixed Income,0.09,122.11,1848392.37,1848392.37,Technology,BWX4CX9,US747525AJ27,4.65,"May 20, 2035",2.86,2.82,11.16,1504000.00
JOHNSON & JOHNSON,Fixed Income,0.09,115.77,1846062.54,1846062.54,Consumer Non-Cyclical,BF01Z35,US478160CG79,3.75,"Mar 03, 2047",2.91,2.90,17.26,1575000.00
MPLX LP,Fixed Income,0.09,114.42,1845471.91,1845471.91,Energy,BH4Q9M7,US55336VAT70,5.50,"Feb 15, 2049",4.60,4.59,14.90,1580000.00
ANHEUSER-BUSCH INBEV WORLDWIDE INC,Fixed Income,0.09,129.41,1842894.34,1842894.34,Consumer Non-Cyclical,BJ52177,US03523TBU16,5.45,"Jan 23, 2039",3.35,3.31,12.33,1395000.00
PHILIP MORRIS INTERNATIONAL INC,Fixed Income,0.09,140.85,1838852.12,1838852.12,Consumer Non-Cyclical,B2RK1T2,US718172AC39,6.38,"May 16, 2038",3.37,3.37,11.96,1295000.00
HOME DEPOT INC,Fixed Income,0.09,119.15,1830800.82,1830800.82,Consumer Cyclical,BYQF318,US437076BH45,4.25,"Apr 01, 2046",3.17,3.16,16.27,1520000.00
SOUTHERN COMPANY (THE),Fixed Income,0.09,113.79,1830305.38,1830305.38,Electric,BYT1540,US842587CX39,4.40,"Jul 01, 2046",3.59,3.58,16.05,1605000.00
AMAZON.COM INC,Fixed Income,0.09,133.76,1827766.36,1827766.36,Consumer Cyclical,BTC0KW2,US023135AQ91,4.95,"Dec 05, 2044",3.01,2.99,15.47,1360000.00
UNITED PARCEL SERVICE INC,Fixed Income,0.09,118.80,1822346.88,1822346.88,Transportation,BJCRWK5,US911312BQ83,4.25,"Mar 15, 2049",3.25,3.24,17.24,1515000.00
MIDAMERICAN ENERGY HLDGS,Fixed Income,0.09,138.53,1822026.57,1822026.57,Electric,B2374T8,US59562VAP22,5.95,"May 15, 2037",3.07,3.07,11.77,1305000.00
TELEFONICA EUROPE BV,Fixed Income,0.09,145.16,1820948.08,1820948.08,Communications,4474021,US879385AD49,8.25,"Sep 15, 2030",3.21,3.21,7.68,1230000.00
PERUSAHAAN LISTRIK NEGARA (PERSERO MTN 144A,Fixed Income,0.09,126.75,1820793.75,1820793.75,Owned No Guarantee,BD24Z05,US71568PAF62,6.15,"May 21, 2048",4.47,4.47,14.76,1425000.00
COMCAST CORP,Fixed Income,0.09,116.82,1817692.67,1817692.67,Communications,B92PSY5,US20030NBH35,4.25,"Jan 15, 2033",2.70,2.70,10.24,1555000.00
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.09,111.87,1815714.64,1815714.64,Banking,BYZKX58,US38148YAA64,4.02,"Oct 31, 2038",3.14,3.14,12.88,1610000.00
VERIZON COMMUNICATIONS INC,Fixed Income,0.09,136.06,1814332.12,1814332.12,Communications,BYZNV86,US92343VDV36,5.50,"Mar 16, 2047",3.44,3.44,15.60,1315000.00
ALIBABA GROUP HOLDING LTD,Fixed Income,0.09,111.63,1810938.28,1810938.28,Consumer Cyclical,BFD9P69,US01609WAU62,4.00,"Dec 06, 2037",3.14,3.13,12.83,1615000.00
APPLE INC,Fixed Income,0.09,114.21,1805963.94,1805963.94,Technology,B8HTMS7,US037833AL42,3.85,"May 04, 2043",3.00,3.00,15.69,1570000.00
ELI LILLY AND COMPANY,Fixed Income,0.09,114.95,1802690.89,1802690.89,Consumer Non-Cyclical,BJKRNN7,US532457BS64,3.88,"Mar 15, 2039",2.86,2.84,13.56,1550000.00
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.09,148.77,1800329.36,1800329.36,Energy,B3KFDY0,US822582AD40,6.38,"Dec 15, 2038",2.98,2.98,12.41,1205000.00
BANK OF AMERICA CORP,Fixed Income,0.09,160.03,1800375.81,1800375.81,Banking,B2RFJL5,US59023VAA89,7.75,"May 14, 2038",3.34,3.34,11.52,1115000.00
TOTAL CAPITAL INTERNATIONAL SA,Fixed Income,0.09,107.26,1799046.86,1799046.86,Energy,BKBZGF0,US89153VAU35,3.46,"Jan 12, 2049",3.08,3.08,18.43,1676000.00
INTERNATIONAL BUSINESS MACHINES CO,Fixed Income,0.09,117.17,1798722.67,1798722.67,Technology,BFY97C8,US459200KC42,4.25,"May 15, 2049",3.33,3.33,17.42,1525000.00
VODAFONE GROUP PLC,Fixed Income,0.09,107.89,1788001.43,1788001.43,Communications,--,US92857WBU36,4.25,"Sep 17, 2050",3.81,3.81,17.18,1635000.00
WELLS FARGO & COMPANY MTN,Fixed Income,0.09,121.58,1783516.40,1783516.40,Banking,BDSFRX9,US94974BGU89,4.75,"Dec 07, 2046",3.50,3.50,16.07,1460000.00
VALE OVERSEAS LIMITED,Fixed Income,0.09,133.62,1781681.85,1781681.85,Basic Industry,B5B54D9,US91911TAK97,6.88,"Nov 10, 2039",4.33,4.33,11.94,1320000.00
UNITEDHEALTH GROUP INC,Fixed Income,0.09,117.68,1779874.43,1779874.43,Insurance,BFWST10,US91324PDL31,4.25,"Jun 15, 2048",3.29,3.28,17.10,1507000.00
WEYERHAEUSER COMPANY,Fixed Income,0.09,139.73,1771817.37,1771817.37,Basic Industry,2023964,US962166BR41,7.38,"Mar 15, 2032",3.36,3.36,8.62,1245000.00
ALTRIA GROUP INC,Fixed Income,0.09,124.86,1771632.12,1771632.12,Consumer Non-Cyclical,BJ2W9Y3,US02209SBF92,5.95,"Feb 14, 2049",4.42,4.41,14.83,1390000.00
COOPERATIEVE RABOBANK UA MTN,Fixed Income,0.09,138.00,1767269.36,1767269.36,Banking,B44YJW0,US21685WCJ45,5.25,"May 24, 2041",2.86,2.86,14.03,1273000.00
CISCO SYSTEMS INC,Fixed Income,0.09,137.89,1766220.40,1766220.40,Technology,B596Q94,US17275RAF91,5.50,"Jan 15, 2040",2.97,2.97,13.32,1280000.00
COX COMMUNICATIONS INC 144A,Fixed Income,0.09,113.42,1765790.71,1765790.71,Communications,BF0MBK7,US224044CK16,4.60,"Aug 15, 2047",3.81,3.80,15.84,1530000.00
PETROLEOS MEXICANOS,Fixed Income,0.09,91.36,1765073.49,1765073.49,Owned No Guarantee,BYYQ0N4,US71654QBX97,5.63,"Jan 23, 2046",6.31,6.31,12.65,1875000.00
ALTRIA GROUP INC,Fixed Income,0.09,104.23,1762462.70,1762462.70,Consumer Non-Cyclical,B7ZKNH1,US02209SAQ66,4.50,"May 02, 2043",4.21,4.21,14.39,1675000.00
ABBVIE INC,Fixed Income,0.09,118.07,1754926.65,1754926.65,Consumer Non-Cyclical,BGHCHX2,US00287YBD04,4.88,"Nov 14, 2048",3.83,3.82,16.16,1475000.00
PETROLEOS MEXICANOS,Fixed Income,0.09,98.99,1751736.69,1751736.69,Owned No Guarantee,BRJ6RJ5,US71654QBR20,6.38,"Jan 23, 2045",6.46,6.46,12.03,1715000.00
GAZ CAPITAL SA 144A,Fixed Income,0.09,142.38,1746154.67,1746154.67,Owned No Guarantee,B23ZMB0,US368266AH50,7.29,"Aug 16, 2037",3.93,3.93,10.98,1200000.00
MORGAN STANLEY,Fixed Income,0.09,120.02,1744833.00,1744833.00,Banking,BVJXZY5,US61747YDY86,4.30,"Jan 27, 2045",3.14,3.14,15.81,1429000.00
NEW YORK LIFE INSURANCE CO 144A,Fixed Income,0.09,148.90,1741646.79,1741646.79,Insurance,B4VBR19,US64952GAF54,6.75,"Nov 15, 2039",3.35,3.35,12.46,1160000.00
WELLS FARGO & CO,Fixed Income,0.09,119.53,1741549.67,1741549.67,Banking,BS9FPF1,US94974BGE48,4.65,"Nov 04, 2044",3.47,3.47,15.37,1445000.00
WELLS FARGO & COMPANY,Fixed Income,0.09,131.22,1741034.36,1741034.36,Banking,BFVGYC1,US94974BFP04,5.38,"Nov 02, 2043",3.44,3.44,14.56,1315000.00
ANHEUSER-BUSCH INBEV FINANCE INC,Fixed Income,0.09,122.08,1740329.98,1740329.98,Consumer Non-Cyclical,BYMLGZ5,US035242AN64,4.90,"Feb 01, 2046",3.59,3.57,15.29,1399000.00
CORPORACION NACIONAL DEL COBRE DE 144A,Fixed Income,0.09,108.47,1740238.92,1740238.92,Owned No Guarantee,--,US21987BAY48,4.38,"Feb 05, 2049",3.89,3.88,16.37,1575000.00
INTERNATIONAL BUSINESS MACHINES CO,Fixed Income,0.09,112.27,1734301.87,1734301.87,Technology,B8J5PR3,US459200HF10,4.00,"Jun 20, 2042",3.23,3.23,15.12,1540000.00
CIGNA CORP 144A,Fixed Income,0.09,118.42,1730027.91,1730027.91,Consumer Non-Cyclical,--,US125523CE88,4.80,"Jul 15, 2046",3.70,3.69,15.70,1460000.00
RIO TINTO FINANCE (USA) PLC,Fixed Income,0.09,117.10,1728800.14,1728800.14,Basic Industry,B8NWTL2,US76720AAG13,4.13,"Aug 21, 2042",3.07,3.05,14.89,1455000.00
VERIZON COMMUNICATIONS INC,Fixed Income,0.09,151.79,1725776.05,1725776.05,Communications,BF320B8,US92343VBT08,6.55,"Sep 15, 2043",3.36,3.36,13.93,1120000.00
AT&T INC,Fixed Income,0.09,113.59,1723133.13,1723133.13,Communications,BD3HCX5,US00206RDK59,4.55,"Mar 09, 2049",3.78,3.77,16.43,1495000.00
TIME WARNER CABLE INC,Fixed Income,0.09,119.70,1721038.38,1721038.38,Communications,B66BW80,US88732JAY47,5.88,"Nov 15, 2040",4.42,4.40,12.55,1425000.00
UNITEDHEALTH GROUP INC,Fixed Income,0.09,109.04,1719424.06,1719424.06,Insurance,BJMSS22,US91324PDV13,3.88,"Aug 15, 2059",3.45,3.45,20.17,1550000.00
MICROSOFT CORPORATION,Fixed Income,0.09,126.92,1719169.74,1719169.74,Technology,B4K9930,US594918AJ36,4.50,"Oct 01, 2040",2.78,2.78,14.13,1340000.00
ELECTRICITE DE FRANCE SA 144A,Fixed Income,0.09,121.08,1718494.06,1718494.06,Owned No Guarantee,BF5HVP2,US268317AT16,5.00,"Sep 21, 2048",3.79,3.78,15.97,1400000.00
INTEL CORPORATION,Fixed Income,0.09,117.63,1715865.27,1715865.27,Technology,BDDQWX2,US458140AV20,4.10,"May 19, 2046",3.11,3.10,16.57,1450000.00
SAUDI ELECTRICITY GLOBAL SUKUK CO 144A,Fixed Income,0.09,120.63,1710808.54,1710808.54,Owned No Guarantee,BLLHKW8,US80413MAB00,5.50,"Apr 08, 2044",4.14,4.14,14.11,1400000.00
FIRSTENERGY CORPORATION,Fixed Income,0.09,142.63,1707623.04,1707623.04,Electric,2819486,US337932AC13,7.38,"Nov 15, 2031",3.05,3.05,8.57,1186000.00
BRISTOL-MYERS SQUIBB CO 144A,Fixed Income,0.09,125.01,1700729.02,1700729.02,Consumer Non-Cyclical,--,US110122BW76,4.55,"Feb 20, 2048",3.19,3.18,16.64,1340000.00
ENTERPRISE PRODUCTS OPERATING LLC,Fixed Income,0.09,117.03,1691907.84,1691907.84,Energy,B9M5X40,US29379VBA08,4.85,"Mar 15, 2044",3.77,3.76,14.59,1425000.00
MCDONALDS CORPORATION MTN,Fixed Income,0.08,121.77,1685481.94,1685481.94,Consumer Cyclical,BYWKWC1,US58013MEZ32,4.70,"Dec 09, 2035",2.97,2.93,11.44,1378000.00
PERTAMINA PERSERO PT MTN 144A,Fixed Income,0.08,106.50,1685306.80,1685306.80,Owned No Guarantee,--,US69370PAE16,4.70,"Jul 30, 2049",4.31,4.31,15.86,1550000.00
PRUDENTIAL FINANCIAL INC MTN,Fixed Income,0.08,117.74,1677904.46,1677904.46,Insurance,BJKRNX7,US74432QCE35,4.35,"Feb 25, 2050",3.40,3.39,17.27,1404000.00
PFIZER INC,Fixed Income,0.08,121.45,1677863.16,1677863.16,Consumer Non-Cyclical,BYZFHM8,US717081EK52,4.20,"Sep 15, 2048",3.07,3.06,17.29,1365000.00
FORD MOTOR CO,Fixed Income,0.08,92.75,1670881.06,1670881.06,Consumer Cyclical,B8H94Y7,US345370CQ17,4.75,"Jan 15, 2043",5.30,5.30,13.54,1800000.00
NORTHWESTERN MUTUAL LIFE INSURANCE 144A,Fixed Income,0.08,103.05,1667308.65,1667308.65,Insurance,--,US668138AC47,3.63,"Sep 30, 2059",3.48,3.48,20.54,1599000.00
ORACLE CORPORATION,Fixed Income,0.08,142.80,1666228.08,1666228.08,Technology,B3LR141,US68389XAH89,6.13,"Jul 08, 2039",3.16,3.16,12.72,1165000.00
APPLE INC,Fixed Income,0.08,113.26,1663956.41,1663956.41,Technology,BF8QDG1,US037833DG20,3.75,"Nov 13, 2047",3.04,3.03,17.52,1460000.00
COMCAST CORPORATION,Fixed Income,0.08,133.30,1662594.73,1662594.73,Communications,--,US20030NCN93,4.95,"Oct 15, 2058",3.40,3.39,19.26,1235000.00
PEPSICO INC,Fixed Income,0.08,107.99,1662170.09,1662170.09,Consumer Non-Cyclical,BD3VCR1,US713448DP06,3.45,"Oct 06, 2046",3.01,3.01,17.36,1525000.00
FOX CORP 144A,Fixed Income,0.08,124.66,1659215.82,1659215.82,Communications,BHXD2H5,US35137LAD73,5.48,"Jan 25, 2039",3.66,3.63,12.19,1303000.00
GILEAD SCIENCES INC,Fixed Income,0.08,112.99,1656036.64,1656036.64,Consumer Non-Cyclical,BYND5R5,US375558BK80,4.15,"Mar 01, 2047",3.41,3.40,16.44,1445000.00
AT&T INC,Fixed Income,0.08,126.66,1654819.34,1654819.34,Communications,BDCL4K9,US00206RDS85,5.45,"Mar 01, 2047",3.86,3.84,15.12,1285000.00
UNITED TECHNOLOGIES CORPORATION,Fixed Income,0.08,128.90,1648953.02,1648953.02,Capital Goods,BF8QNN8,US913017CX53,4.63,"Nov 16, 2048",3.10,3.09,17.07,1271000.00
INTEL CORPORATION,Fixed Income,0.08,112.45,1647110.48,1647110.48,Technology,BFMFJQ6,US458140BG44,3.73,"Dec 08, 2047",3.07,3.06,17.58,1459000.00
KINDER MORGAN INC,Fixed Income,0.08,119.22,1643871.40,1643871.40,Energy,BST78D6,US49456BAH42,5.55,"Jun 01, 2045",4.30,4.29,14.33,1370000.00
ORACLE CORP,Fixed Income,0.08,132.26,1641151.04,1641151.04,Technology,B7FNML7,US68389XAM74,5.38,"Jul 15, 2040",3.21,3.21,13.48,1240000.00
MICROSOFT CORP,Fixed Income,0.08,114.99,1638903.68,1638903.68,Technology,BVWXT40,US594918BD56,3.75,"Feb 12, 2045",2.90,2.89,16.38,1405000.00
HESS CORPORATION,Fixed Income,0.08,118.11,1629669.36,1629669.36,Energy,B4TV238,US42809HAD98,5.60,"Feb 15, 2041",4.29,4.29,12.80,1352000.00
DISCOVERY COMMUNICATIONS LLC,Fixed Income,0.08,115.36,1626852.91,1626852.91,Communications,BDGS7H4,US25470DAS80,5.00,"Sep 20, 2037",3.80,3.78,11.86,1390000.00
GENERAL MOTORS CO,Fixed Income,0.08,115.03,1623069.70,1623069.70,Consumer Cyclical,BGLRQ81,US37045VAT70,5.95,"Apr 01, 2049",4.97,4.96,14.41,1389000.00
UNITED TECHNOLOGIES CORP,Fixed Income,0.08,119.31,1620908.12,1620908.12,Capital Goods,BWTZ6W3,US913017CA50,4.15,"May 15, 2045",3.05,3.04,16.17,1350000.00
BANK OF AMERICA CORP MTN,Fixed Income,0.08,117.93,1618944.94,1618944.94,Banking,BYWC0C3,US06051GGM50,4.24,"Apr 24, 2038",2.94,2.91,12.54,1361000.00
HCA INC,Fixed Income,0.08,114.12,1618679.03,1618679.03,Consumer Non-Cyclical,BKKDGS8,US404119BY43,5.13,"Jun 15, 2039",4.07,4.05,12.58,1412000.00
LOCKHEED MARTIN CORPORATION,Fixed Income,0.08,129.88,1612083.00,1612083.00,Capital Goods,BDB6944,US539830BL23,4.70,"May 15, 2046",3.04,3.02,16.15,1233000.00
WELLS FARGO BANK NA MTN,Fixed Income,0.08,147.06,1611517.49,1611517.49,Banking,B29SN65,US92976GAJ04,6.60,"Jan 15, 2038",3.15,3.15,11.90,1095000.00
APPLE INC,Fixed Income,0.08,123.79,1608164.28,1608164.28,Technology,BYN2GG8,US037833BW97,4.50,"Feb 23, 2036",2.67,2.63,11.59,1280000.00
AMERICAN INTERNATIONAL GROUP INC,Fixed Income,0.08,108.44,1606957.20,1606957.20,Insurance,BVCN939,US026874DC84,3.88,"Jan 15, 2035",3.16,3.14,11.35,1481000.00
ECOPETROL SA,Fixed Income,0.08,119.32,1604468.82,1604468.82,Owned No Guarantee,BMQXLW5,US279158AJ82,5.88,"May 28, 2045",4.58,4.58,14.02,1335000.00
ANHEUSER-BUSCH INBEV WORLDWIDE INC,Fixed Income,0.08,115.34,1603768.94,1603768.94,Consumer Non-Cyclical,BF7MH35,US03523TBT43,4.44,"Oct 06, 2048",3.58,3.57,16.64,1375000.00
CHARTER COMMUNICATIONS OPERATING L,Fixed Income,0.08,129.80,1602594.82,1602594.82,Communications,BZ06JT4,US161175AZ73,6.38,"Oct 23, 2035",3.84,3.79,10.43,1220000.00
HCA INC,Fixed Income,0.08,117.22,1601732.62,1601732.62,Consumer Non-Cyclical,BF2XWB6,US404119BV04,5.50,"Jun 15, 2047",4.41,4.40,14.88,1360000.00
MOLSON COORS BREWING CO,Fixed Income,0.08,101.40,1600221.75,1600221.75,Consumer Non-Cyclical,BYT4Q46,US60871RAH30,4.20,"Jul 15, 2046",4.11,4.11,15.81,1577000.00
KRAFT HEINZ FOODS CO,Fixed Income,0.08,109.52,1597530.01,1597530.01,Consumer Non-Cyclical,B8Y96M2,US50076QAE61,5.00,"Jun 04, 2042",4.33,4.33,13.74,1450000.00
ZOETIS INC,Fixed Income,0.08,122.50,1591389.24,1591389.24,Consumer Non-Cyclical,BG0R585,US98978VAH69,4.70,"Feb 01, 2043",3.30,3.28,14.51,1276000.00
MICROSOFT CORPORATION,Fixed Income,0.08,121.18,1581066.29,1581066.29,Technology,BYV2S20,US594918BK99,4.20,"Nov 03, 2035",2.56,2.52,11.68,1295000.00
TRANSCANADA PIPELINES LIMITED,Fixed Income,0.08,115.72,1580634.06,1580634.06,Energy,BLSP672,US89352HAM16,4.63,"Mar 01, 2034",3.23,3.21,10.42,1345000.00
WELLS FARGO & COMPANY MTN,Fixed Income,0.08,115.03,1578474.55,1578474.55,Banking,BX2H0V0,US94974BGK08,3.90,"May 01, 2045",3.04,3.04,16.46,1362000.00
AT&T INC,Fixed Income,0.08,121.47,1573043.72,1573043.72,Communications,BGKF2T9,US00206RHA32,5.15,"Nov 15, 2046",3.86,3.85,15.34,1285000.00
BROOKLYN UNION GAS CO 144A,Fixed Income,0.08,119.01,1569274.46,1569274.46,Natural Gas,BJLZY82,US114259AU84,4.49,"Mar 04, 2049",3.45,3.44,16.81,1300000.00
